msno,city,bd,gender,registered_via,registration_init_time
l8R52+T+x2S9QfmEF3NGSP3bNqmuVCgFVJ2M6Kfqo2Y=,1,0,"",13,2017-01-03
vjK4kxEbCQBPb3sw5iprNcWWGc9c1ks11m5ZRUruU00=,12,23,male,3,2012-02-06
qzleeNNdL4F2dr2rV8G+YFVl5ffQymdrjAl6ceETADM=,1,0,"",7,2012-02-15
1Mk4nioK45FzoKre+wcRCrN5C/RkeGkUtaakdqzuj44=,1,0,"",7,2012-02-26
ztM8IwnrNLMn/UFAJ00PTxJXLHf+zbPEhQ8TUih/tQE=,5,32,female,9,2012-04-03
CENibLAT5WQDd8ypl/8Rw96pfoqfwIag1C7TJLc5Ljk=,13,26,female,9,2007-06-23
IVxm0qiBrtX5b9AM18IGg1grTBA3GvXFo8612aphzh4=,11,24,male,9,2007-07-03
qkbx5iYpIS71glmfV7b8P6w/twcmLCTOCC36Yw6H15U=,18,22,male,9,2007-08-08
yijZoSshQV4kbGB7XQLbPbzTOmK5RnKy3g0L+VYonyo=,1,34,male,4,2016-10-23
mJ+CJjglNxb9a57Fci4F4+bziDdJL1pMAVuBxZ5PrLo=,1,0,"",7,2016-10-30
Hk4QPaRVIpiqrP+FCxZBN8WEuGZAI7TYguI7So22tMI=,4,0,"",4,2017-02-27
4LTA6yVk4KKMhiyQOZuOUkAcZJnm3k/A5PTQBIMwpv8=,1,0,"",7,2015-12-03
1WaPm8XsIrOv7asvSU9mLrFEcHYQREG5GerNVnjASVY=,1,35,male,3,2015-04-29
s2APDjm/moX3/bJ+WNTJBulyW8ls5ZrPinTek0AFGGc=,22,28,male,9,2004-03-27
PeRiusN1WzD/HK8Y4Evs+RIc6sM+Fg1FcJMx2YnEE3U=,5,30,female,9,2004-12-26
DDIX2hOoSHwXn25xokmofK2PClcY/JES17Dyy9oIUeQ=,5,33,female,9,2005-03-18
mzqkullshYWgfWX/aEf/fZ9l0cs6okCbhxCOMhi5eVc=,14,39,female,9,2005-10-03
HZpkGG3jTfSE+JOSpohKKa98NhLgFHfNP5mL+bWsRVM=,13,29,female,9,2005-12-06
cwnCWANXiu9qyCA8BIbdzDJ5Po1N2XQgGB9M3seLnOk=,1,28,female,3,2015-04-02
A/Tl7GqN8wJyGFc0pyal9zA4X96ph8hlNBCNjphLIWw=,1,0,"",7,2013-12-25
WNLk05yIsLBIyyYibZvFVziRWtLkGkq6bkHhGWs4Pr8=,1,0,"",4,2016-08-21
+bEVlf1yg6jizPqUtcKukl2+uiIWnG+fqE9tQhq0j0g=,1,0,"",4,2016-09-02
9u+JCUNRtPe0c4t8b125DDWID5jRd7r/AXXL0Z+VaOI=,1,0,"",7,2016-11-02
eImflwdM6SgZlLNXJWABIgjHT0EC5e4nlho716FZLGo=,1,0,"",7,2017-02-15
cws1cMg9cSdiH8rLXQ3B0YGaMBrKFqpmXCbhJj6z26M=,4,21,female,9,2017-02-21
6HEXeHMFPDmCK5nwWGSqHt+teQEhrh6rLqRCRRnKvvY=,1,0,"",4,2016-07-31
MUO6QaaWtaMd2QFAbC8c1oOSp9fHP3c5Illfdqxi6P8=,1,0,"",7,2015-10-17
7e6mOLa9GQ22nne6Sxt/C+CPaiC/1ko0IfUCydXFfs4=,1,0,"",7,2011-06-12
wj2sYAicY1iDLLseF6kINjx9OsUjFp0nhW4wLJCGEPU=,15,24,male,3,2014-08-02
bLoCUtLyTdYQBsmTFAr/+qTt2L85ehZqlIFdjWqCZN8=,22,38,male,3,2014-02-06
u8Lg1XXf1gm82T/mevhGgtLYvhBIUPGKObCjhPE5LG0=,5,52,male,3,2015-06-06
Wp/43Gh3K2isACbLsAHA9/PBZo48kXvIeIICc4lmNHw=,22,37,male,9,2014-10-16
yl7Sk2U15sLJ105wAQfN7qEi757bNOfFVpA4O1NZIQY=,5,21,male,7,2014-10-18
ZBSnjCLf6uuEIVhXVbWKg84M7uvTx/ZVLYJqvjTFatM=,1,0,"",4,2016-07-20
HW1YEm7IqNGsiYbR8ZqbGX/+ljVKqAbBlKiYZFaPXdI=,1,0,"",7,2016-08-13
zR68+XO3jcxWxeZbzKV/HJlPTbsd4ACSgiC9T8lDUas=,1,0,"",7,2016-08-14
bFCb4x6c2+3r+JdkMnJfYMgcx8zzfqAjcYLR3mremU4=,1,19,female,3,2014-09-19
pfZsj0cldJrGguAPF4tOLySuO76MXXMGLshJnOYzoyA=,1,0,"",7,2014-10-15
ySqRnvxyAfTOY2wIaBemp8FbbBTwa64MSTbPB3cTyUI=,1,0,"",9,2016-07-27
x4t8zncMELy+Wf95I5gKppCsIj/4anQDPOJc2REJixg=,14,34,male,3,2013-09-14
+hEm1A8KHz5ACwesTrWPsV6OUTyzOI4FEngqNo2qoFY=,1,0,"",7,2013-09-26
zTrNrbbFb4Cme+PTXi4QgZK9ZOiklhHdfMs1x6yO1kg=,12,38,female,3,2013-09-26
wz2OKzzkP+OinnUGMyufstk3ra2N3V1naAhc4pHy+Co=,5,53,male,3,2014-10-10
7t6YMavJyf1Mff44Td492HFovhD9vpCcfffxIDFHQIU=,1,0,"",7,2016-07-05
vtR12rnTOaQ8/H0CefnRBUEzj3YJF8XvWiApo8e/+cs=,15,23,female,7,2011-09-02
sHQcykWuxAqJ9iyop3OUQZTtMonKUXaiisWLf8JFhD4=,22,41,male,9,2015-03-03
q6bAys1D/dKrFA27Akonz7YP9ppgzWg7SY/NCNGOCE4=,1,18,male,3,2015-03-18
JbXyFC3xMdZES0UIxB2+0MSHCAqMkWoG9+zaR3pAax8=,1,0,"",7,2017-02-13
qFDCqByQBOiCFIqc12JEu/pAxcreHW2C6QgIfoBc0lI=,13,22,male,3,2014-03-21
TCQ08PfEbAz73TPrD95Luz8cJrK39oZUg6N08mAfvPs=,1,0,"",9,2015-04-16
vNFSyG8BUb27ARFxccWdFBra0qj37dSArRvjvuDwV9w=,5,59,male,9,2010-03-22
wmISSJkjZBpVS73GJqtoCYu4FWG/2wYjHOuWQCOX+N0=,14,34,female,9,2010-04-20
d1GoycN/vKFK8ltIjJXfPmXcxwP6RAP9hfpLh5/y8NE=,9,29,female,9,2015-06-13
cHRri5tPh24zR7GoPl9Tg//BD+x4NioZ2wY8/JpDNdE=,1,23,male,3,2015-06-29
qq41P/EMuBb763NCe7Cvj4yI2K6N0uszWJiaXzF65b4=,13,49,male,9,2015-07-28
lScFAKZ2MSzu2KGCvRoJn0BrpbYu5GwmHdWZ0Ozz0B8=,1,0,"",7,2015-07-28
9Nz0g2Y19UhooWnQTx5gV3e/S6krZujJW/UTXmVD9FI=,1,0,"",7,2016-12-21
pELpk8xVCu4q8OianhweZrl+WNNaEo3sG+BkZn55f+g=,1,0,"",9,2016-12-25
p2L0Zkv8XMeZomIN6tb2ZWw8iKbYn+LhsVRE+9OATmE=,1,0,"",9,2016-12-28
mmfAakXmRVMbg6srWRbiIwHG1gabq+p+tXlJuYJsXVA=,1,0,"",7,2013-05-08
PM3pZKBQq2rOUHpI0M2NU0J8zFAy8TutDnWDu+o53xQ=,1,0,"",7,2013-05-25
v14e5rvLtO00Ke6VFFkSz+3eny9q0OrTfFHTAKQeLJU=,1,0,"",7,2013-10-30
iwSKzbgMmsV+SWUJnETe6FWR7dd4z1vwvK91+4ZX1go=,15,47,male,7,2013-11-01
pAqNIoAiOlQ7IL+qo4nhKXlW0IgcxtKGV5hKFg/uR3I=,1,0,"",4,2015-10-27
8s8gmn+X1JuxgQgpyMRYhlfY1LLv+NhBF5igKdfQ50w=,1,21,female,4,2015-10-29
G1rVzO9ug5iQMAfMOE0LmGf8KiA5SHql/fOQ/gJqxQs=,14,26,female,3,2013-01-19
r6yBVQRXlPOzRNyJPNzliqFiTEcb0pTUYQ6C/SucwGk=,5,32,male,9,2013-02-04
/oz3wCN6ZoxyQ5h3R8eLK3AWa7TJOwpJ3TXsCuLd5UE=,8,40,male,3,2014-11-20
i/Os03HdyaV93g9D1JCQmxJEDJDYjd84W9MD1fZZpY0=,5,37,female,3,2014-11-26
BbTYWY7emDUYcUqTygt+65M8GMq2fgoX2H/sKzmpGSQ=,22,18,male,7,2014-11-29
BfH+xX5fb8wb3VretVZL02PNPLHV0qpQR5jlA4lWfCY=,13,29,female,9,2014-12-13
n9v8ipbh/uy9uDJxA86dH9mpY+rFi1I/jHYgqayBWbc=,4,0,"",9,2014-12-16
9bcAo1kq1rjovDejqtp2BgdFlmApXW+jU97X+go6Iso=,1,23,female,3,2015-10-30
KMOaqotXihX948XPM7DQOdQAN3VA96jd2Lr2gH89zn8=,1,0,"",4,2015-11-01
SgFTjorwxJkI+RG2gAefEeXzkjw+Lqu4BfUIFVSdta0=,1,0,"",7,2011-02-24
Yz/kGJp1IJIwi1ShAa4oR8wH/gEBZ0eol8OtrL6u37I=,1,0,"",3,2013-01-04
plqyq7fLAS6UMx2V4XjTU9s3M1lKXPVvE+8wfT0hLbk=,1,0,"",9,2015-05-21
Bk0qSK2XY7NKlKw+0S2zA3YNzxpT6L8wSl3bib1oUj4=,1,0,"",9,2015-05-27
xpDjcbZhtcW7HrDHdpiJkVluvsYJ9cXALnkDsE8gnTU=,13,26,male,9,2010-10-14
aRSAiymh8VptSjL4nmILU4WZTPj+jDkMEUiRLhWYiQ0=,1,0,"",9,2016-10-28
MnsroznpRfMK9RrI7BDXhYmIh0W6KRCIV+Vi5zonYy0=,1,0,"",7,2011-12-17
G8EGeYZqA214zyskJfOvZkJqOua8FV6HYaYjex5nzOA=,6,32,male,9,2013-01-21
HRvkiextgEdC6HrXhCKfOAx4GPvMT842dWleKdRbitk=,1,0,"",7,2017-02-03
nrVU3zl55mBV96WFEIjiLEuBJx9jIPeQtMyLcptQQ9Q=,8,27,"",4,2017-02-03
JH+oDarUxKfnGpGTrMb7RaAncPfC5870sqQkD+Euevg=,1,41,female,3,2015-02-27
D+nN2XugzYBwK6Mu2GWT81Q3QN+NPC2gHC5RYjqs2O8=,12,29,male,9,2004-10-23
GT2B81++StEsmSUKWiTM5VwA6W7WfKnEU690RRVBQaI=,13,29,female,9,2004-11-19
D+BkbzURcP/zEDXvGLVkndYVrpVo4WBgxU8d5Ou93KI=,5,36,female,9,2007-04-19
lFCNYvef887Co1sfbJmUeKEQFy6ZV+MQbYM7OstaBpw=,5,30,male,7,2012-01-16
LFCoBht/k5fjo473k+oo0Cb41cdAnY/XY/f2x8CRrq8=,1,0,"",7,2012-01-16
zRgIF/4qtZEaCrQXSwM65MWfX6s6l/hxYmNBDbqvr9Y=,5,31,female,9,2012-03-27
B57Vq7gdabbWZcGPpHzxYd+byAdUq9/GiaL6ZkVgCPk=,13,0,"",9,2012-04-17
hm/cxXmcW1qlmUn5jLVSSq74+0BUuF6sSoTCGqo+LGI=,12,18,male,3,2012-05-06
OmvK6Um23g5c80U11N/LcBlVUKlCs7vIaQ7wCgNX9VY=,1,0,"",7,2012-02-04
cOl6IW0co3/j5t8/ZsMYFa9Lv/vdUWEh9GPXxVDbwAM=,17,0,"",7,2012-02-15
wBV4Mhy4n7tkyU9PsWRXYUcCaTW3sj81EBIT3oTmv9Q=,14,20,male,3,2015-03-25
ZriEiJ62JCd6KY1qm8ppCdprAX5Q17xTVVR38usID7g=,1,0,"",7,2015-12-12
LTScYssTQ+qC0YE9ZdVzIjOggaPr50DnXi6C5LqePUQ=,1,0,"",9,2015-12-15
nBDpP1O8Iv0RGI2ELTbUaxG2EAhxKZM1XcqQu3y7sLI=,13,33,female,7,2015-12-21
1ZlymjFGebXq2XAVHfH2MAHXeR/66kh3p/j+LeuiLMk=,6,0,female,3,2015-03-21
/vsaT08LfZYt8DOvsLoYoW+r+w7oQLT6Vj2e7WEdips=,5,32,male,3,2015-02-17
l2WMWcfvg1rxyxfSWEYjWdhYta/9eW7uTsPa1BjwoBk=,1,27,female,3,2015-02-23
F5Fl3P/5OrIAA8oDoPYUweZ5zC58z5wQEOgFf6jscqE=,1,33,male,4,2017-01-10
V214FvdPVfWBjcNR5rRQl9A2N1RvjWG3gP4E2TyDnn8=,14,35,male,4,2017-01-14
tv8DWkq9rTsexfLP3Pnu1x5y4MZOkQOdvcDdYMAOf6o=,5,48,female,9,2016-11-13
/HhkWOC1M+utXYvLtv7SsKRyfq2tILlnUPoVhBRBb10=,1,0,male,3,2014-10-19
Nvv4UrzgCDIzQgWVsEotp2JQ+oQHEVPVGY6Y6upB0RQ=,1,0,"",7,2011-11-09
Ga0xS0AiNjIK273EOJxsso6e6Xyr4pqT8ojy07JoSOo=,1,0,"",9,2014-11-08
9p4XKH+s8SpKJMQZeFCNL0Vgfh43BqaS9IC+VV2LRLo=,13,20,male,9,2014-11-08
o7BPpqKZsl/LBPhSYMcgA10o7Fx6zMp+2aTXftdsxSE=,1,0,"",9,2015-05-30
VdDBaXuovZ4rDogc9GEWiSTcFqFuGHcTp3BQdQH2/2o=,1,0,"",7,2015-05-02
KnKyhZw+3AvrOiIXvwO9lmk2XrZwOCzULwaRFXgbNaA=,7,28,female,9,2006-01-01
cIcxir4gw9E7OPIWeY4KyUmSsShrYWfGW1KD+JgzBjk=,4,28,male,9,2006-03-05
YlTOUHok6qCgn4J/eGnkkfPWA9/wNIaTFpUxl9LuERE=,1,0,"",7,2012-02-26
L4gBx90sieoSFmATtBhzOiObzGp9V1IS+xTNyF0gJKY=,22,27,female,3,2012-03-15
IcT4DnGfl6+Hl8wq0RybGJw9hEuReJFVJJOeDoV9TME=,1,0,"",7,2017-02-02
9xKuHOPM6ovL939Y6criQGSSSLBpfiUDTkP4ZBBjXlM=,1,0,"",4,2016-07-05
3uq+5xZ17vcGJ+ENuGUJ6KKPgE5JChUtSDNKFaKQrnU=,1,0,"",9,2014-08-05
Ziw+cInY9GZBU7+s2SmdWREMZ5zF7NreB5Yi/dosQbw=,13,0,"",9,2015-12-20
MIB/b+B+F9r+iYWueAiOzsaeEpoU6nexsVK3/0XQwh0=,1,0,"",4,2016-05-05
sEQQOW3RoFgfNQPsMs9zjdYkc/1atofj48VbfzZRGjw=,14,24,female,7,2016-05-07
tw7oeovu29o9KHgmwiHIf7OSbCDPmgRnAXJjkGBoP/s=,1,0,"",4,2016-05-12
OBmswZhrrhEN8EclhqpSVrFWebxVQQVWjjUMsrcRHFc=,1,0,"",7,2015-04-12
nRfd0w7HKKoKZ//4T5ju1rJACSzcfluLiE+CWPWA6ZI=,1,0,"",7,2015-04-12
5NvtR/KDNzA9/TSwiRn9yIoVG8kyjigBvF7AAZbxgvc=,1,0,"",9,2015-04-14
zXfeOz9d/dciYQ4LZC+RIjKT2V4KH+hXclcrWNebug8=,17,37,female,7,2011-06-22
5UMEa8n6G6QTE9oQjiRRwy2DX5qbAAmsLKrFtbLHY48=,6,35,female,3,2015-05-07
VW+KhSXx+Qf04+1H9K0FyCeyTeOPGm9xI1p1bVIBQJ0=,17,0,male,9,2005-10-25
pP49aK83RiB0rNYRNnhy0Gd8tPKC+/3XD9rN0TjgVrQ=,1,0,"",3,2014-04-19
57Tqu0dpItGwsVnv1sJVm+EhiuYzPWHlwTui4SjKvfU=,22,24,female,9,2015-05-10
iarGFohkB2Qx6L4ZHAK16+OVWY60Z2mugbA64jrcM8w=,5,28,female,9,2015-05-10
D8pEpe7BnH8aIgGWIodR2UuzYuhQBa3kOCNN5jUsckQ=,4,41,female,3,2015-05-11
PXxl9FU18myPgtNIozQutZcDuf9+N66zAOWQYum582o=,10,0,"",4,2016-05-08
7IhB/U8FYwm05JD4aX7TlAvLucwx9pcQGLSRUyGx2jk=,1,0,"",7,2016-05-10
s8c1eZ+WzYQ8ZKAZERc9fkuEw7bSee+n/bhoZPujGYI=,8,34,female,9,2015-03-18
rDtd00D/SOWBRnYp2hbY0xPJNPzzIx4HIYhm+jvTdQc=,1,0,"",7,2015-12-16
F8rdkmEePXjp4lQ/akOYqJJLI/hiY4zH9R8nqMnqzwk=,5,18,female,9,2011-09-30
MXKWnmENAO73zHH563TElFB4PybFeF+Yz5a2N2i/Btk=,1,0,"",4,2016-04-24
1jViWUDg3tmnxmKOmgsA360QQMgxoHhzMM0zCQ97sKA=,22,36,male,3,2016-04-01
AQLB3EGyIEJOo/s18gvDI6te7BLMjjhQsP0pVemxaEw=,5,41,female,9,2011-12-20
5tN7NSYsgHjAVSTccncDlFuYgjagmWuK7MXJQE6IjdE=,5,0,female,7,2011-12-26
1RABkpk7y78slqwzHOhMOsVCLPO49lOhKf9TysfP3Zk=,5,38,male,9,2014-10-21
yqrGB5h6Cp70r2p4N3Yi9pMgOR0t2fRo/rBUNV8imis=,1,0,"",13,2016-10-08
4XP18PWKhxND8dG7Ibi+XkUzP8IxZRGPZZqWvolyJoQ=,8,27,male,9,2007-06-28
L1uSBA4X6T7XXKbeq5GN2iA36P981cfdF4I1RkGpuEE=,22,26,male,9,2007-09-03
u0hubly8+mHDOQSaPF5c3/wQkbCfWhnD37qjCHYHPfg=,15,28,female,9,2011-04-12
J364JrH4Q2IFX4GLXcJ5/cA45lztjcgKjxTeWNYbMLk=,13,49,male,7,2011-11-18
JnzGG3zzCGT5etxarXCG2/bdW8/EAyyJYuYO3MCfEjA=,1,0,"",7,2011-01-27
mmMrreAezi8pw0etS5JKtfSrHUF1EhPHEpDgb2IBD2s=,1,0,"",7,2011-01-28
h8UsN/pjddzv/ysrF3UlUkVAmtKSxP5wPfOknQjlTiQ=,22,40,female,9,2011-02-22
lZRexuIIehRGQyHYGhnNM6BBUUxfeMXlT67F7NSXacs=,14,20,male,3,2012-02-19
PgyQAEJFP1BnaPZIVlN8VAyQ/vVFB8YnxJT+cmDqUjQ=,13,24,female,3,2012-04-04
L4OCEhmjVqWOyzcsVFqJ/RI90w4bTy34MYmluc1sSTk=,13,32,male,9,2012-04-15
Ic4zlnx/LFIMG8cjZpmQm6vgFBw29oZutiirFiCCrnw=,4,30,male,9,2012-05-12
Qz8GV8J2vLqGFCDwzcoe/DQ1yUNpTEv5lwS3tZF75/o=,1,0,"",7,2012-06-06
48BfJ5Py2bJQIHJgYfXzDOSj5x/8cfov6oSHIAa0V8w=,10,24,male,7,2012-06-17
ADLZwD4rs+ecAROatIRkPnBDxBhKMX+PHQSUay8qzK8=,1,0,"",7,2014-03-23
Y1lxwU6k+zV2uBiPUvWCyg2drv5M/RKm8GRQDk/5IFw=,6,30,male,3,2012-05-22
JsYALFUBJ/yAqBQWjjerdQzOJ08RdEqv/Dss6dCgBXs=,12,28,male,9,2012-06-17
P+lI0TXvDj380saYXu9v2kk8Q8Oxr+4io3xx0YC2yAU=,22,31,male,9,2007-09-04
OBh+jA7hHiOlYBkYES+R/0qk8cWMH639esmhGFTtNnU=,22,21,female,9,2007-09-19
jsJ6MAPE2KJqXs5I0HQgPNd1KJxVpM6+Qg+cF0KS/oo=,15,33,male,9,2007-10-07
TM/sS+HXlfOTOBh2lMY6tzgybdDRzLGldGQyJbn/K6g=,1,0,"",7,2016-11-22
ldRLKbCLbw2IbICUvRz4RMZcvuO310SZ9BHVrgt75hk=,1,0,"",7,2016-12-10
2yc6AkNc2fqdq5/iIJgGfU+aTny+4rwE1idzRQXk+Fg=,1,0,"",7,2015-05-01
kO9tbiTx0ESTHTva4jG4NcecVZ7dahzwdV74ZzvyMn8=,14,26,female,9,2015-05-06
TAoCZh5fuHP9uSXjKiK3/ihkMenVO2qBt0EvaPYTmng=,9,29,male,3,2015-02-04
fs57dHKAyikRZx8KAYVzAeNfpiX/uOjk8cNqjfkWBY8=,5,36,female,9,2015-02-17
1QY9sxfayt6TkO4zfB02/hQw23ApPR+TPQXBk2iExGc=,1,0,"",7,2015-02-18
QxVk8Wa54iPfVQoPOxXEGnb8RlX/F9agdVsjkbQQfps=,15,37,female,3,2015-02-19
ul0PkppyhE5FvC+3AEOFgawyMVQYgBdteQbQNIUm2zo=,1,0,"",9,2015-02-21
TJFMXxMQamPIg404i+OE17WBWXy7N/jcs4/Q1UC/oP0=,1,0,"",7,2013-06-06
4+tICgP32t+rwVi9H82GfEG+9ouPhk6gFDq5dQRv7XQ=,4,28,male,3,2014-11-26
lSmkROiGlE1wkHoA2I0Zs7M1N66rSmr8J0Sj9gHQYmM=,1,0,"",7,2012-10-18
g/CKrF+YXg8sLpJ5S9YLe+e2+v5ORe8sdo64LeembgA=,1,0,"",7,2012-12-25
oiYqjWR9qaxTxyFoFuhLHJ/vjnVi8gNNyEiRaqzGhmc=,5,23,female,3,2013-01-13
QBYd9HtmSr1I5rhH5yNqILrtt8EoCSs1HaDi0vTFkY8=,1,0,"",4,2016-05-12
LmnxlTAoPm9bdO7Sj7hCgaV9g88un6+9bnqR1ywo5ro=,13,23,female,7,2014-10-11
O4zfXPgY/pL39LOXdxW189jOrxhZQbCPQdmUL91tY0A=,1,0,"",9,2014-10-17
1HiF72rbLDX6cccH8l+UzTFxEfgWq2iIJ/iTsziWQtk=,1,0,"",7,2016-07-16
QGOC3XII0VZJ1YLaBXi7YURQvgcEaWvdy77euIhSYCQ=,1,0,"",7,2016-07-27
OtE8pSi66exitfRykq0w5deVVUH5ZA5c4fcAQ7zCDXQ=,13,0,female,9,2016-08-03
vekofBxm12vzRIEvQNpmgdpK2qppbdmFexXj9kntGIo=,1,0,"",7,2016-08-11
PLvB74PfmFf6Qn8cYcZo3/GgXCbvvWuzvN1BiaN7plE=,13,24,female,9,2011-05-17
zl6ACsiYeRfktaioJ2VQgm/IJOFY92NAVx4ca+2sKl0=,1,0,"",7,2014-02-02
weoPXNJirQGnW0qFm0q7wAO111zMqtayfRg1bPNRcxA=,5,24,female,3,2014-02-28
mENRkoRm6GInvscpj62pohAjIDSamUAWkxltDfcpJJY=,5,28,male,9,2011-03-14
9Gay6anmbXL+2aBBDNp8XfJJtl2LspNoi7+CKTLdw/k=,1,0,"",7,2011-03-21
dOxzVr6yRsGTRSgQ3yfrQpQ1j8XcDBDvzfsSjnEN7vc=,13,50,male,9,2011-03-27
X2xKo41heHALQNlNimmdT5trHYyA8/3zS/Y+S+8+6As=,1,0,"",7,2015-06-24
GhXZXBZSR/lj12hxLsgVkz1ZrNUwQtSDgAa5qZIDiLw=,22,17,male,3,2015-07-21
Nt7CQ4n9qgC09qfoFyHNmT+xY+2CjCQHFpS9qQq5pns=,1,0,female,7,2015-08-01
gTBZP7vwSptS/ILrHWqC5JJ15l7nUmbqazplxSJRGJo=,22,29,female,9,2004-03-27
yLtsF6vrmWfmMi7dIn65UjWDsLsf120G5ZT7+nVmwLs=,5,29,female,9,2004-12-11
SOSRAGbkWnXYlqUA7EuS/pKzOcU/N18B5cNsWP0SWw0=,13,38,female,9,2009-09-12
e/nxL+6/xQ7Yuo1hGClAbx1RRgsyYXgNv6l0/0bM2e0=,13,23,male,9,2014-10-01
dBKspT32zsHrq2VW18UXDb4n/ApqIdb3AclsPj5YMaE=,1,0,"",4,2016-07-15
tm80nbztN06vqO+uw3YTBOucWUcxXRQ/4ScgjPC1Hvw=,13,0,"",4,2016-07-16
MEP5FllAZdYlCjR/DRuD6DyeAgesD4hkpChN6iLqaZA=,1,0,"",4,2016-07-20
t/ra4r8COISeQAr8YJ2DybkXnDz1lasiqKdDUNOcR+s=,5,28,female,9,2006-08-14
Nt+AmMLVqtO3B1TGzSulm9DxGSA8gSn+demvXdHplvI=,22,53,male,9,2006-08-31
m0SMvAEM+LQUDRT+5NQNWwVteHVU2t2BkpSaIvLxA/8=,5,43,male,9,2007-02-10
Mqy3HBCZ2OpuTF/C0sZlXtWFtnrSv1evYT0FavSI/CE=,13,30,male,9,2007-04-19
MzBuSDB9aNt7WYSlnaosD0f8FD16YRkBMZoylZr/THU=,10,21,female,9,2007-04-28
opJc06g4pGnHRcD1ujjQYTYv7zoHjr5O5H4wxVtGYNY=,13,33,female,9,2004-08-05
odRRYde3+fvDDzzAb3jmM/kekmAZsHHuXAzYP/N8nxg=,1,0,"",9,2015-06-05
hfsjDQ5osIK2C37Nz+/e32rlAj+Qz73Ha7YQYe1aBz4=,9,27,female,9,2011-11-13
96zScaHoGp2yf4Yh/CqOd9RvoHHRDFUVvCqls/4Bw2I=,13,20,female,9,2015-01-16
KV7jJEwQLzKrtLL0zwSQU0Ga9hgskSkrPJ8y421vp3M=,22,18,female,9,2015-02-20
ghMtS1u0H/pFWY/ZSNUWRO82QpXskwoP5DXHg9pvQzg=,14,23,female,3,2015-02-25
x1xlmEu6QzlVVcYbZzwTk62gBdnQ0oXLQOxoj8JTLsI=,4,26,female,3,2015-02-26
55hmYQuthQD4BglZ/MEYo1hoTb44QxC9haeC47Kszig=,1,0,"",9,2015-04-04
UO4IchOISunx4wTuvuUgPaZ7DBI4sT/v/ll2w3cMrhs=,4,22,male,3,2015-04-13
eJpxSlRfn3QsnjXrs1YzcAi4GmkV7mzkYDTzCba59/4=,1,0,"",4,2016-03-19
opYfjLh/Oj/sZtFmJMVSam6oJ6TtsIUZxyT20W0ED24=,1,0,"",9,2015-09-08
QIjGl2kwUHhGTuCavpS2bs368mWGST1B7eflS7whIpU=,15,40,female,9,2007-05-20
FN4OYdxWdj0mQeMj+av7U1l0tG08jnamCUQIg+GqLc8=,14,43,male,9,2009-05-20
X1hiWFBzDW8fGYtuJ9ihaJdVFRjivlYhS4EuS2yQfQU=,13,36,female,9,2005-02-26
CytaaBhOsttdVrvsJm8wbQ3EV03IV35C65ADDe6hEYw=,6,43,female,9,2005-09-25
DGul77k9iNP1nGeOP0DZhgXv4Uoyc5zUn85gkeMmtI8=,5,34,male,9,2005-12-12
mebItZZZgGvixTdHmlfY0NJiV01AAN4ObykGlsUWb9M=,5,39,female,9,2006-09-25
OjSkj3ztaFV1qvNjvdSBfRct5hoXrDNoPOCFkA3SAyg=,5,28,female,9,2006-10-29
HJEA5dASBcqUNDF1Bx1vBBVqCAKgW57bCUTDUGHq9+E=,13,44,female,9,2007-05-26
pH6u/ggmvjyEQ0OIRBh2e9AgCi7yG0LakNtJQenwA4U=,21,57,male,9,2007-06-06
S1CB+dR4TYV99X6JLuTYhF/9CvruDWvAMlaWDuXLVoI=,1,0,"",7,2016-08-17
S6iOnt9/x9BY9fner/Q64ePJduBOAOj4q8KUPpK2WK4=,13,47,male,3,2011-12-14
zkdDRu4a03pb+6O3paKtXFbJUNtSBUjRiBsu7Pe8BwI=,4,0,"",7,2011-12-29
4lNWdABKURP6m3tJY+n20v+tRszmAM+eVo3xjnN6EgA=,6,22,female,9,2008-12-12
Y4yEm8TCuIonQse5F44eKzRQd8zpPjhBGyFdjeK8u3o=,11,35,male,3,2012-04-09
4iIfpsFnN404WJTe1Buh2cZ4PFLDhfANuJYtRgZw4wQ=,15,28,female,9,2014-07-25
l9dVgdXo36lBKzuFs2zoOQvwTfLwltE8l3u0WwV2s88=,9,18,female,9,2016-12-14
dmIcSSk1GCIZiC/ddoW0tbGzdt2ZnPHZUTg9L55vgZg=,11,21,female,9,2016-03-13
K5tHOIXrlTF5wGnz0o2XeUnTTrjhcmdz3xTQ+l5fOUk=,22,22,female,9,2016-11-06
lbCbW8RlL+IacjxARPm62RO0giNxA+VH9vhhPppVQMg=,1,0,"",7,2016-05-22
pGljEBRM/7gnoQ7/R9EH8dh62imGyINRtF0RTsxkOtE=,13,59,female,9,2011-08-05
nuAmBuspukW1ee/fIkYiy1MFgYvd0ad6z2h6YnLCGGo=,13,32,male,9,2011-07-17
Xt7Wvru3LqNyPZRmdRpRimExIesbu54udvAWP4ddthg=,14,0,"",9,2016-11-29
vAm60TzSYLktBDdIBL5vmRodZeTmQK9Ao1K2f0ETrP4=,1,0,"",7,2012-12-09
NNrKPWgNEmTeqmuCY5XdMQnemPJNUDTZ+3AT6y7UEPQ=,1,0,"",7,2016-06-18
+fvP4IBD1dP180TmbKEnT8wgQ3/UMPmgx125OhBnRis=,6,29,female,7,2010-09-17
nJCI9Qijx6WCppWr5jeBW4wgfvFtSxuq79hLcMSrIwI=,12,28,male,9,2005-11-11
